forage_id,location,crop,block,sample_time,series_no,forage_initial_drywt_g,forage_final_drywt_g,pct_n,pct_c,forage_mass_loss,forage_pct_remain,forage_prop_c,forage_prop_n,forage_c_g,forage_n_g
378,isu,wpc,4,t8,8,21.2,17.840999999999998,2.91,37.4,3.3590000000000018,84.15566037735847,0.374,0.0291,6.672533999999999,0.5191730999999999
379,isu,wpc,4,t3,9,21.599999999999998,20.377,NA,NA,1.222999999999999,94.33796296296296,NA,NA,NA,NA
380,isu,wpc,4,t7,10,21.299999999999997,16.996999999999996,3.36,38.7,4.303000000000001,79.7981220657277,0.387,0.0336,6.577838999999999,0.5710991999999998
381,isu,gpc,4,t8,1,19.2,18.036,2.24,37.1,1.163999999999998,93.9375,0.371,0.022400000000000003,6.691356000000001,0.4040064000000001
382,isu,gpc,4,t9,2,18.1,16.933,1.41,38.2,1.1670000000000016,93.55248618784529,0.382,0.0141,6.468406,0.2387553
383,isu,gpc,4,t1,3,18.3,18.033,1.37,44,0.26699999999999946,98.54098360655738,0.44,0.0137,7.934520000000001,0.24705210000000002
384,isu,gpc,4,t5,4,19.2,17.858,2.25,43.6,1.3419999999999987,93.01041666666667,0.436,0.0225,7.786088,0.401805
385,isu,gpc,4,NA,5,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,isu,gpc,4,t6,6,22.4,21.354,2.21,41.5,1.0459999999999994,95.33035714285715,0.415,0.022099999999999998,8.86191,0.47192339999999994
387,isu,gpc,4,t7,7,19.8,18.151,2.09,40.4,1.649000000000001,91.67171717171718,0.40399999999999997,0.0209,7.333003999999999,0.37935589999999997
388,isu,gpc,4,t2,8,19.5,19.461,NA,NA,0.03900000000000148,99.79999999999998,NA,NA,NA,NA
389,isu,gpc,4,t4,9,18.2,16.672,1.93,43.8,1.5279999999999987,91.60439560439562,0.43799999999999994,0.019299999999999998,7.3023359999999995,0.3217696
390,isu,gpc,4,t0,10,20.4,20.212,2.05,45.1,0.18799999999999883,99.07843137254902,0.451,0.020499999999999997,9.115612,0.41434599999999994
391,isu,ar,4,t0,1,20.8,20.711,2.59,43.5,0.08900000000000219,99.57211538461537,0.435,0.0259,9.009284999999998,0.5364148999999999
392,isu,ar,4,t7,2,20.6,16.042,2.97,40,4.558,77.87378640776699,0.4,0.0297,6.416800000000001,0.4764474000000001
393,isu,ar,4,t2,3,20.5,20.321,2.53,42.7,0.1789999999999985,99.1268292682927,0.42700000000000005,0.0253,8.677067000000001,0.5141213
394,isu,ar,4,NA,4,20.5,NA,2.8,43.5,NA,NA,0.435,0.027999999999999997,NA,NA
395,isu,ar,4,t9,5,21,15.972999999999997,2.91,33.8,5.027000000000003,76.06190476190476,0.33799999999999997,0.0291,5.398873999999998,0.46481429999999996
396,isu,ar,4,t4,6,21.3,19.096,2.71,40.3,2.2040000000000006,89.6525821596244,0.40299999999999997,0.0271,7.695688,0.5175016
397,isu,ar,4,t3,7,20.8,19.266,2.665,42.4,1.5340000000000025,92.62499999999999,0.424,0.02665,8.168783999999999,0.5134388999999999
398,isu,ar,4,t6,8,20.7,16.44,3.08,40.5,4.259999999999998,79.42028985507247,0.405,0.0308,6.658200000000001,0.506352
399,isu,ar,4,t5,9,20.8,17.943,3.03,38.5,2.8569999999999993,86.26442307692308,0.385,0.030299999999999997,6.908055000000001,0.5436729
400,isu,ar,4,t8,10,20.8,16.93,2.84,35,3.870000000000001,81.39423076923077,0.35,0.028399999999999998,5.9254999999999995,0.48081199999999996
